"result_level","chart","scenario","period","age","series","value_dollars"
"Primary individual","Lifecycle income","Selected scenario",,87,"Spendable income",86559.6576122753
"Primary individual","Lifecycle income","Selected scenario",,88,"Spendable income",86559.6576122753
"Primary individual","Lifecycle income","Selected scenario",,89,"Spendable income",86559.6576122753
"Primary individual","Lifecycle income","Selected scenario",,90,"Spendable income",86559.6576122753
"Primary individual","Lifecycle income","Selected scenario",,20,"Cash wages",42857.1428571429
"Primary individual","Lifecycle income","Selected scenario",,21,"Cash wages",44785.7142857143
"Primary individual","Lifecycle income","Selected scenario",,22,"Cash wages",46801.0714285714
"Primary individual","Lifecycle income","Selected scenario",,23,"Cash wages",48907.1196428571
"Primary individual","Lifecycle income","Selected scenario",,24,"Cash wages",51107.9400267857
"Primary individual","Lifecycle income","Selected scenario",,25,"Cash wages",53407.7973279911
"Primary individual","Lifecycle income","Selected scenario",,26,"Cash wages",55811.1482077506
"Primary individual","Lifecycle income","Selected scenario",,27,"Cash wages",58322.6498770994
"Primary individual","Lifecycle income","Selected scenario",,28,"Cash wages",60947.1691215689
"Primary individual","Lifecycle income","Selected scenario",,29,"Cash wages",0
"Primary individual","Lifecycle income","Selected scenario",,30,"Cash wages",0
"Primary individual","Lifecycle income","Selected scenario",,31,"Cash wages",0
"Primary individual","Lifecycle income","Selected scenario",,32,"Cash wages",0
"Primary individual","Lifecycle income","Selected scenario",,33,"Cash wages",0
"Primary individual","Lifecycle income","Selected scenario",,34,"Cash wages",79369.0680693569
"Primary individual","Lifecycle income","Selected scenario",,35,"Cash wages",80797.7112946054
"Primary individual","Lifecycle income","Selected scenario",,36,"Cash wages",82252.0700979083
"Primary individual","Lifecycle income","Selected scenario",,37,"Cash wages",83732.6073596706
"Primary individual","Lifecycle income","Selected scenario",,38,"Cash wages",85239.7942921447
"Primary individual","Lifecycle income","Selected scenario",,39,"Cash wages",86774.1105894033
"Primary individual","Lifecycle income","Selected scenario",,40,"Cash wages",88336.0445800126
"Primary individual","Lifecycle income","Selected scenario",,41,"Cash wages",89926.0933824528
"Primary individual","Lifecycle income","Selected scenario",,42,"Cash wages",91544.7630633369
"Primary individual","Lifecycle income","Selected scenario",,43,"Cash wages",93192.568798477
"Primary individual","Lifecycle income","Selected scenario",,44,"Cash wages",94870.0350368496
"Primary individual","Lifecycle income","Selected scenario",,45,"Cash wages",96577.6956675129
"Primary individual","Lifecycle income","Selected scenario",,46,"Cash wages",98316.0941895281
"Primary individual","Lifecycle income","Selected scenario",,47,"Cash wages",100085.78388494
"Primary individual","Lifecycle income","Selected scenario",,48,"Cash wages",101887.327994869
"Primary individual","Lifecycle income","Selected scenario",,49,"Cash wages",103721.299898776
"Primary individual","Lifecycle income","Selected scenario",,50,"Cash wages",105588.283296954
"Primary individual","Lifecycle income","Selected scenario",,51,"Cash wages",107488.872396299
"Primary individual","Lifecycle income","Selected scenario",,52,"Cash wages",109423.672099433
"Primary individual","Lifecycle income","Selected scenario",,53,"Cash wages",111393.298197222
"Primary individual","Lifecycle income","Selected scenario",,54,"Cash wages",113398.377564772
"Primary individual","Lifecycle income","Selected scenario",,55,"Cash wages",114985.954850679
"Primary individual","Lifecycle income","Selected scenario",,56,"Cash wages",116595.758218589
"Primary individual","Lifecycle income","Selected scenario",,57,"Cash wages",118228.098833649
"Primary individual","Lifecycle income","Selected scenario",,58,"Cash wages",119883.29221732
"Primary individual","Lifecycle income","Selected scenario",,59,"Cash wages",121561.658308363
"Primary individual","Lifecycle income","Selected scenario",,60,"Cash wages",123263.52152468
"Primary individual","Lifecycle income","Selected scenario",,61,"Cash wages",124989.210826025
"Primary individual","Lifecycle income","Selected scenario",,62,"Cash wages",126739.05977759
"Primary individual","Lifecycle income","Selected scenario",,63,"Cash wages",128513.406614476
"Primary individual","Lifecycle income","Selected scenario",,64,"Cash wages",130312.594307078
"Primary individual","Lifecycle income","Selected scenario",,65,"Cash wages",132136.970627378
"Primary individual","Lifecycle income","Selected scenario",,66,"Cash wages",133986.888216161
"Primary individual","Lifecycle income","Selected scenario",,67,"Cash wages",0
"Primary individual","Lifecycle income","Selected scenario",,68,"Cash wages",0
"Primary individual","Lifecycle income","Selected scenario",,69,"Cash wages",0
"Primary individual","Lifecycle income","Selected scenario",,70,"Cash wages",0
"Primary individual","Lifecycle income","Selected scenario",,71,"Cash wages",0
"Primary individual","Lifecycle income","Selected scenario",,72,"Cash wages",0
"Primary individual","Lifecycle income","Selected scenario",,73,"Cash wages",0
"Primary individual","Lifecycle income","Selected scenario",,74,"Cash wages",0
"Primary individual","Lifecycle income","Selected scenario",,75,"Cash wages",0
"Primary individual","Lifecycle income","Selected scenario",,76,"Cash wages",0
"Primary individual","Lifecycle income","Selected scenario",,77,"Cash wages",0
"Primary individual","Lifecycle income","Selected scenario",,78,"Cash wages",0
"Primary individual","Lifecycle income","Selected scenario",,79,"Cash wages",0
"Primary individual","Lifecycle income","Selected scenario",,80,"Cash wages",0
"Primary individual","Lifecycle income","Selected scenario",,81,"Cash wages",0
"Primary individual","Lifecycle income","Selected scenario",,82,"Cash wages",0
"Primary individual","Lifecycle income","Selected scenario",,83,"Cash wages",0
"Primary individual","Lifecycle income","Selected scenario",,84,"Cash wages",0
"Primary individual","Lifecycle income","Selected scenario",,85,"Cash wages",0
"Primary individual","Lifecycle income","Selected scenario",,86,"Cash wages",0
"Primary individual","Lifecycle income","Selected scenario",,87,"Cash wages",0
"Primary individual","Lifecycle income","Selected scenario",,88,"Cash wages",0
"Primary individual","Lifecycle income","Selected scenario",,89,"Cash wages",0
"Primary individual","Lifecycle income","Selected scenario",,90,"Cash wages",0
"Primary individual","Lifecycle income","Selected scenario",,20,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,21,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,22,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,23,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,24,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,25,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,26,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,27,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,28,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,29,"Government transfers",21255
"Primary individual","Lifecycle income","Selected scenario",,30,"Government transfers",21255
"Primary individual","Lifecycle income","Selected scenario",,31,"Government transfers",21255
"Primary individual","Lifecycle income","Selected scenario",,32,"Government transfers",21255
"Primary individual","Lifecycle income","Selected scenario",,33,"Government transfers",21255
"Primary individual","Lifecycle income","Selected scenario",,34,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,35,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,36,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,37,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,38,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,39,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,40,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,41,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,42,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,43,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,44,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,45,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,46,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,47,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,48,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,49,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,50,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,51,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,52,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,53,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,54,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,55,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,56,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,57,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,58,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,59,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,60,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,61,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,62,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,63,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,64,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,65,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,66,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,67,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,68,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,69,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,70,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,71,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,72,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,73,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,74,"Government transfers",0
"Primary individual","Lifecycle income","Selected scenario",,75,"Government transfers",1895.4
"Primary individual","Lifecycle income","Selected scenario",,76,"Government transfers",5502.9
"Primary individual","Lifecycle income","Selected scenario",,77,"Government transfers",9032.4
"Primary individual","Lifecycle income","Selected scenario",,78,"Government transfers",12483.9
"Primary individual","Lifecycle income","Selected scenario",,79,"Government transfers",15857.4
"Primary individual","Lifecycle income","Selected scenario",,80,"Government transfers",19133.4
"Primary individual","Lifecycle income","Selected scenario",,81,"Government transfers",22350.9
"Primary individual","Lifecycle income","Selected scenario",,82,"Government transfers",25490.4
"Primary individual","Lifecycle income","Selected scenario",,83,"Government transfers",28551.9
"Primary individual","Lifecycle income","Selected scenario",,84,"Government transfers",29543.0510217812
"Primary individual","Lifecycle income","Selected scenario",,85,"Government transfers",30185.9716850747
"Primary individual","Lifecycle income","Selected scenario",,86,"Government transfers",30853.8055240708
"Primary individual","Lifecycle income","Selected scenario",,87,"Government transfers",31223.4
"Primary individual","Lifecycle income","Selected scenario",,88,"Government transfers",31223.4
"Primary individual","Lifecycle income","Selected scenario",,89,"Government transfers",31223.4
"Primary individual","Lifecycle income","Selected scenario",,90,"Government transfers",31223.4
"Primary individual","Lifecycle income","Selected scenario",,20,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,21,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,22,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,23,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,24,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,25,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,26,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,27,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,28,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,29,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,30,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,31,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,32,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,33,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,34,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,35,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,36,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,37,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,38,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,39,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,40,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,41,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,42,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,43,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,44,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,45,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,46,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,47,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,48,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,49,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,50,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,51,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,52,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,53,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,54,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,55,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,56,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,57,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,58,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,59,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,60,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,61,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,62,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,63,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,64,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,65,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,66,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,67,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,68,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,69,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,70,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,71,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,72,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,73,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,74,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,75,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,76,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,77,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,78,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,79,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,80,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,81,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,82,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,83,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,84,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,85,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,86,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,87,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,88,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,89,"Bank deposit saving",0
"Primary individual","Lifecycle income","Selected scenario",,90,"Bank deposit saving",0
"Primary individual","Lifecycle income","No-shock baseline",,20,"No-shock spendable income",38487
"Primary individual","Lifecycle income","No-shock baseline",,21,"No-shock spendable income",39972
"Primary individual","Lifecycle income","No-shock baseline",,22,"No-shock spendable income",41334.7125
"Primary individual","Lifecycle income","No-shock baseline",,23,"No-shock spendable income",42735.2345625
"Primary individual","Lifecycle income","No-shock baseline",,24,"No-shock spendable income",44198.7801178125
"Primary individual","Lifecycle income","No-shock baseline",,25,"No-shock spendable income",45728.1852231141
"Primary individual","Lifecycle income","No-shock baseline",,26,"No-shock spendable income",47326.4135581542
"Primary individual","Lifecycle income","No-shock baseline",,27,"No-shock spendable income",48996.5621682711
"Primary individual","Lifecycle income","No-shock baseline",,28,"No-shock spendable income",50741.8674658433
"Primary individual","Lifecycle income","No-shock baseline",,29,"No-shock spendable income",52565.7115018063
"Primary individual","Lifecycle income","No-shock baseline",,30,"No-shock spendable income",54471.6285193875
"Primary individual","Lifecycle income","No-shock baseline",,31,"No-shock spendable income",56506.5744750027
"Primary individual","Lifecycle income","No-shock baseline",,32,"No-shock spendable income",58634.8303263778
"Primary individual","Lifecycle income","No-shock baseline",,33,"No-shock spendable income",60858.8576910648
"Primary individual","Lifecycle income","No-shock baseline",,34,"No-shock spendable income",63182.9662871627
"Primary individual","Lifecycle income","No-shock baseline",,35,"No-shock spendable income",64154.4436803316
"Primary individual","Lifecycle income","No-shock baseline",,36,"No-shock spendable income",65143.4076665776
"Primary individual","Lifecycle income","No-shock baseline",,37,"No-shock spendable income",66150.173004576
"Primary individual","Lifecycle income","No-shock baseline",,38,"No-shock spendable income",67175.0601186584
"Primary individual","Lifecycle income","No-shock baseline",,39,"No-shock spendable income",68218.3952007942
"Primary individual","Lifecycle income","No-shock baseline",,40,"No-shock spendable income",69280.5103144085
"Primary individual","Lifecycle income","No-shock baseline",,41,"No-shock spendable income",70361.7435000679
"Primary individual","Lifecycle income","No-shock baseline",,42,"No-shock spendable income",71462.4388830691
"Primary individual","Lifecycle income","No-shock baseline",,43,"No-shock spendable income",72582.9467829644
"Primary individual","Lifecycle income","No-shock baseline",,44,"No-shock spendable income",73723.6238250577
"Primary individual","Lifecycle income","No-shock baseline",,45,"No-shock spendable income",74884.8330539088
"Primary individual","Lifecycle income","No-shock baseline",,46,"No-shock spendable income",76066.9440488791
"Primary individual","Lifecycle income","No-shock baseline",,47,"No-shock spendable income",77270.3330417589
"Primary individual","Lifecycle income","No-shock baseline",,48,"No-shock spendable income",78495.3830365106
"Primary individual","Lifecycle income","No-shock baseline",,49,"No-shock spendable income",79742.4839311678
"Primary individual","Lifecycle income","No-shock baseline",,50,"No-shock spendable income",81012.0326419288
"Primary individual","Lifecycle income","No-shock baseline",,51,"No-shock spendable income",82304.4332294835
"Primary individual","Lifecycle income","No-shock baseline",,52,"No-shock spendable income",83620.0970276142
"Primary individual","Lifecycle income","No-shock baseline",,53,"No-shock spendable income",84959.4427741113
"Primary individual","Lifecycle income","No-shock baseline",,54,"No-shock spendable income",86322.8967440453
"Primary individual","Lifecycle income","No-shock baseline",,55,"No-shock spendable income",87402.4492984619
"Primary individual","Lifecycle income","No-shock baseline",,56,"No-shock spendable income",88497.1155886404
"Primary individual","Lifecycle income","No-shock baseline",,57,"No-shock spendable income",89607.1072068814
"Primary individual","Lifecycle income","No-shock baseline",,58,"No-shock spendable income",90732.6387077777
"Primary individual","Lifecycle income","No-shock baseline",,59,"No-shock spendable income",91873.9276496866
"Primary individual","Lifecycle income","No-shock baseline",,60,"No-shock spendable income",93031.1946367822
"Primary individual","Lifecycle income","No-shock baseline",,61,"No-shock spendable income",94204.6633616971
"Primary individual","Lifecycle income","No-shock baseline",,62,"No-shock spendable income",95394.5606487609
"Primary individual","Lifecycle income","No-shock baseline",,63,"No-shock spendable income",96601.1164978436
"Primary individual","Lifecycle income","No-shock baseline",,64,"No-shock spendable income",97824.5641288134
"Primary individual","Lifecycle income","No-shock baseline",,65,"No-shock spendable income",99065.1400266167
"Primary individual","Lifecycle income","No-shock baseline",,66,"No-shock spendable income",100323.083986989
"Primary individual","Lifecycle income","No-shock baseline",,67,"No-shock spendable income",96047.2003760061
"Primary individual","Lifecycle income","No-shock baseline",,68,"No-shock spendable income",96047.2003760061
"Primary individual","Lifecycle income","No-shock baseline",,69,"No-shock spendable income",96047.2003760061
"Primary individual","Lifecycle income","No-shock baseline",,70,"No-shock spendable income",96047.2003760061
"Primary individual","Lifecycle income","No-shock baseline",,71,"No-shock spendable income",96047.2003760061
"Primary individual","Lifecycle income","No-shock baseline",,72,"No-shock spendable income",96047.2003760061
"Primary individual","Lifecycle income","No-shock baseline",,73,"No-shock spendable income",96047.2003760061
"Primary individual","Lifecycle income","No-shock baseline",,74,"No-shock spendable income",96047.2003760061
"Primary individual","Lifecycle income","No-shock baseline",,75,"No-shock spendable income",96047.2003760061
"Primary individual","Lifecycle income","No-shock baseline",,76,"No-shock spendable income",96047.2003760061
"Primary individual","Lifecycle income","No-shock baseline",,77,"No-shock spendable income",96047.2003760061
"Primary individual","Lifecycle income","No-shock baseline",,78,"No-shock spendable income",96047.2003760061
"Primary individual","Lifecycle income","No-shock baseline",,79,"No-shock spendable income",96047.2003760061
"Primary individual","Lifecycle income","No-shock baseline",,80,"No-shock spendable income",96047.2003760061
"Primary individual","Lifecycle income","No-shock baseline",,81,"No-shock spendable income",96047.2003760061
"Primary individual","Lifecycle income","No-shock baseline",,82,"No-shock spendable income",96047.2003760061
"Primary individual","Lifecycle income","No-shock baseline",,83,"No-shock spendable income",96047.2003760061
"Primary individual","Lifecycle income","No-shock baseline",,84,"No-shock spendable income",96047.2003760061
"Primary individual","Lifecycle income","No-shock baseline",,85,"No-shock spendable income",96047.2003760061
"Primary individual","Lifecycle income","No-shock baseline",,86,"No-shock spendable income",96047.2003760061
"Primary individual","Lifecycle income","No-shock baseline",,87,"No-shock spendable income",96047.2003760061
"Primary individual","Lifecycle income","No-shock baseline",,88,"No-shock spendable income",96047.2003760061
"Primary individual","Lifecycle income","No-shock baseline",,89,"No-shock spendable income",96047.2003760061
"Primary individual","Lifecycle income","No-shock baseline",,90,"No-shock spendable income",96047.2003760061
"Primary individual","Saving and super drawdown","Selected scenario",,20,"Opening super balance",0
"Primary individual","Saving and super drawdown","Selected scenario",,21,"Opening super balance",4456.73039146744
"Primary individual","Saving and super drawdown","Selected scenario",,22,"Opening super balance",9305.20846942438
