"result_level","chart","scenario","period","age","series","value_dollars"
"Primary individual","Saving and super drawdown","No-shock baseline",,70,"No-shock opening super balance",794238.995527885
"Primary individual","Saving and super drawdown","No-shock baseline",,71,"No-shock opening super balance",757223.163030019
"Primary individual","Saving and super drawdown","No-shock baseline",,72,"No-shock opening super balance",718171.459744769
"Primary individual","Saving and super drawdown","No-shock baseline",,73,"No-shock opening super balance",677268.312778832
"Primary individual","Saving and super drawdown","No-shock baseline",,74,"No-shock opening super balance",637293.992729767
"Primary individual","Saving and super drawdown","No-shock baseline",,75,"No-shock opening super balance",598241.085078004
"Primary individual","Saving and super drawdown","No-shock baseline",,76,"No-shock opening super balance",560101.767505394
"Primary individual","Saving and super drawdown","No-shock baseline",,77,"No-shock opening super balance",522828.787466291
"Primary individual","Saving and super drawdown","No-shock baseline",,78,"No-shock opening super balance",486411.293525036
"Primary individual","Saving and super drawdown","No-shock baseline",,79,"No-shock opening super balance",450837.837417013
"Primary individual","Saving and super drawdown","No-shock baseline",,80,"No-shock opening super balance",416076.841223049
"Primary individual","Saving and super drawdown","No-shock baseline",,81,"No-shock opening super balance",382114.490238416
"Primary individual","Saving and super drawdown","No-shock baseline",,82,"No-shock opening super balance",348936.209949629
"Primary individual","Saving and super drawdown","No-shock baseline",,83,"No-shock opening super balance",316457.910833277
"Primary individual","Saving and super drawdown","No-shock baseline",,84,"No-shock opening super balance",282721.077626166
"Primary individual","Saving and super drawdown","No-shock baseline",,85,"No-shock opening super balance",247676.94213228
"Primary individual","Saving and super drawdown","No-shock baseline",,86,"No-shock opening super balance",211274.846388005
"Primary individual","Saving and super drawdown","No-shock baseline",,87,"No-shock opening super balance",173419.385687445
"Primary individual","Saving and super drawdown","No-shock baseline",,88,"No-shock opening super balance",133481.874648354
"Primary individual","Saving and super drawdown","No-shock baseline",,89,"No-shock opening super balance",91347.8005021136
"Primary individual","Saving and super drawdown","No-shock baseline",,90,"No-shock opening super balance",46896.3522778297
"Primary individual","Tax paid","Selected scenario",,20,"Non-superannuation tax",4641.44036697248
"Primary individual","Tax paid","Selected scenario",,21,"Non-superannuation tax",5204.14678899082
"Primary individual","Tax paid","Selected scenario",,22,"Non-superannuation tax",5897.87339449541
"Primary individual","Tax paid","Selected scenario",,23,"Non-superannuation tax",6622.8176972477
"Primary individual","Tax paid","Selected scenario",,24,"Non-superannuation tax",7380.38449362385
"Primary individual","Tax paid","Selected scenario",,25,"Non-superannuation tax",8172.04179583692
"Primary individual","Tax paid","Selected scenario",,26,"Non-superannuation tax",8999.32367664958
"Primary individual","Tax paid","Selected scenario",,27,"Non-superannuation tax",9863.83324209881
"Primary individual","Tax paid","Selected scenario",,28,"Non-superannuation tax",10767.2457379933
"Primary individual","Tax paid","Selected scenario",,29,"Non-superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,30,"Non-superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,31,"Non-superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,32,"Non-superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,33,"Non-superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,34,"Non-superannuation tax",16885.1321064748
"Primary individual","Tax paid","Selected scenario",,35,"Non-superannuation tax",17354.8804843913
"Primary individual","Tax paid","Selected scenario",,36,"Non-superannuation tax",17833.0843331104
"Primary individual","Tax paid","Selected scenario",,37,"Non-superannuation tax",18319.8958511064
"Primary individual","Tax paid","Selected scenario",,38,"Non-superannuation tax",18815.4699764263
"Primary individual","Tax paid","Selected scenario",,39,"Non-superannuation tax",19319.964436002
"Primary individual","Tax paid","Selected scenario",,40,"Non-superannuation tax",19833.53979585
"Primary individual","Tax paid","Selected scenario",,41,"Non-superannuation tax",20356.3595121753
"Primary individual","Tax paid","Selected scenario",,42,"Non-superannuation tax",20888.5899833945
"Primary individual","Tax paid","Selected scenario",,43,"Non-superannuation tax",21430.4006030955
"Primary individual","Tax paid","Selected scenario",,44,"Non-superannuation tax",21981.9638139513
"Primary individual","Tax paid","Selected scenario",,45,"Non-superannuation tax",22543.4551626024
"Primary individual","Tax paid","Selected scenario",,46,"Non-superannuation tax",23115.0533555292
"Primary individual","Tax paid","Selected scenario",,47,"Non-superannuation tax",23696.9403159288
"Primary individual","Tax paid","Selected scenario",,48,"Non-superannuation tax",24289.3012416155
"Primary individual","Tax paid","Selected scenario",,49,"Non-superannuation tax",24892.3246639646
"Primary individual","Tax paid","Selected scenario",,50,"Non-superannuation tax",25506.2025079159
"Primary individual","Tax paid","Selected scenario",,51,"Non-superannuation tax",26131.1301530584
"Primary individual","Tax paid","Selected scenario",,52,"Non-superannuation tax",26767.3064958135
"Primary individual","Tax paid","Selected scenario",,53,"Non-superannuation tax",27414.9340127381
"Primary individual","Tax paid","Selected scenario",,54,"Non-superannuation tax",28074.2188249674
"Primary individual","Tax paid","Selected scenario",,55,"Non-superannuation tax",28596.2258885169
"Primary individual","Tax paid","Selected scenario",,56,"Non-superannuation tax",29125.5410509562
"Primary individual","Tax paid","Selected scenario",,57,"Non-superannuation tax",29662.2666256696
"Primary individual","Tax paid","Selected scenario",,58,"Non-superannuation tax",30206.5063584289
"Primary individual","Tax paid","Selected scenario",,59,"Non-superannuation tax",30758.3654474469
"Primary individual","Tax paid","Selected scenario",,60,"Non-superannuation tax",31317.9505637112
"Primary individual","Tax paid","Selected scenario",,61,"Non-superannuation tax",31885.3698716032
"Primary individual","Tax paid","Selected scenario",,62,"Non-superannuation tax",32460.7330498056
"Primary individual","Tax paid","Selected scenario",,63,"Non-superannuation tax",33044.1513125029
"Primary individual","Tax paid","Selected scenario",,64,"Non-superannuation tax",33635.7374308779
"Primary individual","Tax paid","Selected scenario",,65,"Non-superannuation tax",34289.7695137968
"Primary individual","Tax paid","Selected scenario",,66,"Non-superannuation tax",35031.09428699
"Primary individual","Tax paid","Selected scenario",,67,"Non-superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,68,"Non-superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,69,"Non-superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,70,"Non-superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,71,"Non-superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,72,"Non-superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,73,"Non-superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,74,"Non-superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,75,"Non-superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,76,"Non-superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,77,"Non-superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,78,"Non-superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,79,"Non-superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,80,"Non-superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,81,"Non-superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,82,"Non-superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,83,"Non-superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,84,"Non-superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,85,"Non-superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,86,"Non-superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,87,"Non-superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,88,"Non-superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,89,"Non-superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,90,"Non-superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,20,"Superannuation tax",612.587967728967
"Primary individual","Tax paid","Selected scenario",,21,"Superannuation tax",680.706934448412
"Primary individual","Tax paid","Selected scenario",,22,"Superannuation tax",753.630967144108
"Primary individual","Tax paid","Selected scenario",,23,"Superannuation tax",831.650927873684
"Primary individual","Tax paid","Selected scenario",,24,"Superannuation tax",915.073969307938
"Primary individual","Tax paid","Selected scenario",,25,"Superannuation tax",1004.22440516731
"Primary individual","Tax paid","Selected scenario",,26,"Superannuation tax",1099.44462572074
"Primary individual","Tax paid","Selected scenario",,27,"Superannuation tax",1201.09606062746
"Primary individual","Tax paid","Selected scenario",,28,"Superannuation tax",1309.56019151592
"Primary individual","Tax paid","Selected scenario",,29,"Superannuation tax",514.875614894533
"Primary individual","Tax paid","Selected scenario",,30,"Superannuation tax",536.9639041302
"Primary individual","Tax paid","Selected scenario",,31,"Superannuation tax",559.99978635191
"Primary individual","Tax paid","Selected scenario",,32,"Superannuation tax",584.023913529474
"Primary individual","Tax paid","Selected scenario",,33,"Superannuation tax",609.078681612106
"Primary individual","Tax paid","Selected scenario",,34,"Superannuation tax",1769.68748122572
"Primary individual","Tax paid","Selected scenario",,35,"Superannuation tax",1892.45970891232
"Primary individual","Tax paid","Selected scenario",,36,"Superannuation tax",2021.34223472778
"Primary individual","Tax paid","Selected scenario",,37,"Superannuation tax",2156.61237206357
"Primary individual","Tax paid","Selected scenario",,38,"Superannuation tax",2298.55960436521
"Primary individual","Tax paid","Selected scenario",,39,"Superannuation tax",2447.48611214893
"Primary individual","Tax paid","Selected scenario",,40,"Superannuation tax",2603.70732271595
"Primary individual","Tax paid","Selected scenario",,41,"Superannuation tax",2767.55248353986
"Primary individual","Tax paid","Selected scenario",,42,"Superannuation tax",2939.36526034406
"Primary individual","Tax paid","Selected scenario",,43,"Superannuation tax",3119.50436093041
"Primary individual","Tax paid","Selected scenario",,44,"Superannuation tax",3308.34418586521
"Primary individual","Tax paid","Selected scenario",,45,"Superannuation tax",3506.27550717675
"Primary individual","Tax paid","Selected scenario",,46,"Superannuation tax",3713.70617626747
"Primary individual","Tax paid","Selected scenario",,47,"Superannuation tax",3931.06186229619
"Primary individual","Tax paid","Selected scenario",,48,"Superannuation tax",4158.78682233913
"Primary individual","Tax paid","Selected scenario",,49,"Superannuation tax",4397.34470469508
"Primary individual","Tax paid","Selected scenario",,50,"Superannuation tax",4647.21938675825
"Primary individual","Tax paid","Selected scenario",,51,"Superannuation tax",4908.91584894387
"Primary individual","Tax paid","Selected scenario",,52,"Superannuation tax",5182.9610862151
"Primary individual","Tax paid","Selected scenario",,53,"Superannuation tax",5469.90505882623
"Primary individual","Tax paid","Selected scenario",,54,"Superannuation tax",5770.32168396671
"Primary individual","Tax paid","Selected scenario",,55,"Superannuation tax",6078.32633177467
"Primary individual","Tax paid","Selected scenario",,56,"Superannuation tax",6400.39084416077
"Primary individual","Tax paid","Selected scenario",,57,"Superannuation tax",6737.13024220133
"Primary individual","Tax paid","Selected scenario",,58,"Superannuation tax",7089.18609741906
"Primary individual","Tax paid","Selected scenario",,59,"Superannuation tax",7457.22767312616
"Primary individual","Tax paid","Selected scenario",,60,"Superannuation tax",7841.95311476387
"Primary individual","Tax paid","Selected scenario",,61,"Superannuation tax",8244.09069134079
"Primary individual","Tax paid","Selected scenario",,62,"Superannuation tax",8664.40009016268
"Primary individual","Tax paid","Selected scenario",,63,"Superannuation tax",9103.67376714036
"Primary individual","Tax paid","Selected scenario",,64,"Superannuation tax",9562.73835506054
"Primary individual","Tax paid","Selected scenario",,65,"Superannuation tax",10042.4561323066
"Primary individual","Tax paid","Selected scenario",,66,"Superannuation tax",10543.7265546235
"Primary individual","Tax paid","Selected scenario",,67,"Superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,68,"Superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,69,"Superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,70,"Superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,71,"Superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,72,"Superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,73,"Superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,74,"Superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,75,"Superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,76,"Superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,77,"Superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,78,"Superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,79,"Superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,80,"Superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,81,"Superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,82,"Superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,83,"Superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,84,"Superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,85,"Superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,86,"Superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,87,"Superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,88,"Superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,89,"Superannuation tax",0
"Primary individual","Tax paid","Selected scenario",,90,"Superannuation tax",0
