differential_health_shock_pct_wage,initial_supplement_fraction,reduced_supplement_fraction,jfr_R_full_supplement,jfr_R_reduced_supplement,predicted_R_jfr_change_pp,predicted_DiD_change_pp,sr_R_full_supplement,sr_R_reduced_supplement,predicted_R_sr_change_pp
0.0,1.0,0.45454545454545453,0.05180033813295275,0.06027996566944095,0.8479627536488205,0.8479627536488205,0.055893010186205856,0.05569147098638028,-0.020153919982557333
0.9052124654390861,1.0,0.45454545454545453,0.05181865778653742,0.06017301217597239,0.8354354389434965,0.8354354389434965,0.0576437201832645,0.057449374525249064,-0.01943456580154393
1.810424930878173,1.0,0.45454545454545453,0.0518172675762568,0.0600568235188573,0.82395559426005,0.82395559426005,0.0593940544676131,0.05920687086103643,-0.018718360657667132
2.715637396317259,1.0,0.45454545454545453,0.051812832518705075,0.05994367313362197,0.8130840614916895,0.8130840614916895,0.06114402427478934,0.06096394816111198,-0.018007611367736043
3.620849861756345,1.0,0.45454545454545453,0.05181006451712721,0.059836668297596936,0.8026603780469723,0.8026603780469723,0.06289364116031405,0.06272059682144522,-0.017304433886883297
4.526062327195431,1.0,0.45454545454545453,0.051806781127114315,0.0597334341957807,0.7926653068666384,0.7926653068666384,0.06464291691066719,0.06447680940473316,-0.016610750593402945
5.431274792634517,1.0,0.45454545454545453,0.05180233868292822,0.05963302395927779,0.7830685276349572,0.7830685276349572,0.06639186346180126,0.06623258056075923,-0.015928290104202936
6.336487258073604,1.0,0.45454545454545453,0.05180199945702817,0.05953911382347308,0.7737114366444913,0.7737114366444913,0.0681404928251465,0.06798790693155427,-0.015258589359223862
7.241699723512692,1.0,0.45454545454545453,0.05181131255493769,0.05945576876262074,0.7644456207683052,0.7644456207683052,0.06988881702096045,0.06974278704396848,-0.01460299769919654
8.146912188951775,1.0,0.45454545454545453,0.051854114624426975,0.059401725752985184,0.7547611128558208,0.7547611128558208,0.07163684801879895,0.07149722119223777,-0.013962682656118441
9.052124654390864,1.0,0.45454545454545453,0.05182452876197116,0.05929136681613085,0.7466838054159687,0.7466838054159687,0.07338459768481836,0.07325121131304231,-0.013338637177605361
9.957337119829948,1.0,0.45454545454545453,0.05182648059827856,0.05920797022445609,0.7381489626177531,0.7381489626177531,0.07513207773557334,0.07500476085542712,-0.012731688014622211
10.862549585269036,1.0,0.45454545454545453,0.051814454895984824,0.05911447113072502,0.7300016234740199,0.7300016234740199,0.07687929969793676,0.07675787464778379,-0.012142505015297345
11.767762050708123,1.0,0.45454545454545453,0.05180446793040733,0.059023394323441794,0.7218926393034466,0.7218926393034466,0.07862627487474456,0.07851055876389855,-0.011571611084601474
12.672974516147208,1.0,0.45454545454545453,0.05180292110740384,0.05893952880161444,0.7136607694210602,0.7136607694210602,0.08037301431575707,0.08026282038985563,-0.01101939259014334
13.578186981586295,1.0,0.45454545454545453,0.05140926442826831,0.058540177751758085,0.7130913323489773,0.7130913323489773,0.08211952879351885,0.08201466769336241,-0.010486110015643646
14.48339944702538,1.0,0.45454545454545453,0.050977176732008536,0.058109661502220945,0.713248477021241,0.713248477021241,0.0838658287837056,0.08376610969683189,-0.009971908687371467
15.388611912464468,1.0,0.45454545454545453,0.05054505351677682,0.05767892286660674,0.7133869349829915,0.7133869349829915,0.0856119244495508,0.08551715615533675,-0.009476829421405097
16.29382437790355,1.0,0.45454545454545453,0.05011285375406315,0.05724798899221851,0.7135135238155357,0.7135135238155357,0.08735782562995943,0.08726781744033074,-0.009000818962869028
17.19903684334264,1.0,0.45454545454545453,0.049680522631118954,0.056816885763886195,0.7136363132767242,0.7136363132767242,0.089103541830932,0.08901810442983185,-0.008543740110014686
18.10424930878173,1.0,0.45454545454545453,0.04924798830312484,0.0563856376325744,0.713764932944956,0.713764932944956,0.09084908221993954,0.09076802840557226,-0.008105381436727954
19.009461774220814,1.0,0.45454545454545453,0.048815157604103876,0.05595426741983825,0.7139109815734374,0.7139109815734374,0.0925944556229128,0.09251760095745089,-0.0076854665461909
19.914674239659895,1.0,0.45454545454545453,0.048381910280275,0.055522796093492574,0.7140885813217577,0.7140885813217577,0.09433967052352948,0.09426683389547312,-0.0072836628056363595
